nivel,status_auditavel,orgao,area,tipo_dado,periodo_alvo,pronto_publicar,proximo_passo,pedido_lai,evidencia_local
1-sem-lai,publicado,Prefeitura,orcamento,loa,2022-2025,sim,manter_atualizacao_anual,nao,Orcamento total aprovado por lei extraido do texto das LOAs sancionadas (2022-2025) em data/public/paulinia/orcamento/saida/loa_orcamento_aprovado_paulinia.csv via extrator_loa_texto_paulinia.py; valor numerico confirmado contra extenso; VALIDADO CRUZADO contra dotacao inicial SICONFI (diff 0-0,9%, 2023 identico); exibido em /paulinia/executivo; catalogo de 39 PDFs LOA/PPA/LDO permanece publicado
1-sem-lai,publicado_parcial,Prefeitura,orcamento,ppa,2022-2029,sim,extrair_metas_e_programas_pdf,nao,PPA incluido no catalogo publicado (catalogo_pecas_planejamento_paulinia.csv); 4 PDFs em data/raw/paulinia/smarapd/pecas_planejamento/ppa/; conteudo textual nao extraido
1-sem-lai,publicado_parcial,Prefeitura,orcamento,ldo,2022-2027,sim,extrair_metas_ldo_pdf,nao,LDO incluida no catalogo publicado (catalogo_pecas_planejamento_paulinia.csv); 17 PDFs em data/raw/paulinia/smarapd/pecas_planejamento/ldo/; conteudo textual nao extraido
1-sem-lai,publicado,Prefeitura,despesa,registro_de_empenhos,2020-2026,sim,manter_atualizacao_mensal,nao,188868 registros publicados split por ano; data/public/paulinia/despesa/saida/empenhos_fornecedores_paulinia_{ano}.csv; 2020-2022 esparsos; 2023-2026 completos; publicado 2026-06-10
3-ausencia-comprovada,fonte_ausente,Prefeitura,receita,balancetes_receita,2020-2026,n/a,documentado_como_ausencia,nao,SMARAPD retornou 0 registros para receita_analitica; receita da Camara ja publicada separado (camara_receita_paulinia_{ano}.csv); Prefeitura nao expoe balancetes de receita via SMARAPD ou portal aberto
1-sem-lai,publicado,SICONFI,fiscal,rreo,2020-2025,sim,manter_atualizacao_anual,nao,coberto pelo SICONFI ja publicado (despesas_orcamento_rreo_anexo02 e receitas_rreo_anexo01); portal local SMARAPD nao expoe RREO separado
1-sem-lai,publicado,SICONFI,fiscal,rgf,2020-2025,sim,manter_atualizacao_anual,nao,coberto pelo SICONFI ja publicado (divida_detalhada_rgf); portal local SMARAPD nao expoe RGF separado
2-lai-necessario,lai_necessario,Prefeitura,pessoal,remuneracao_servidores,2020-2026,nao,inventariar_formato_e_campos_portal_paulinia,sim,nao coletado
2-lai-necessario,lai_necessario,Prefeitura,contratos,contratos_e_aditivos,2020-2026,nao,inventariar_portal_transparencia_paulinia,sim,nao coletado
2-lai-necessario,lai_necessario,Prefeitura,compras,licitacoes,2020-2026,nao,inventariar_e_cruzar_pncp,sim,nao coletado; PNCP cobre 2022+ via baixar_pncp_playwright
2-lai-necessario,lai_necessario,Prefeitura,atos,diario_oficial,2020-2026,nao,criar_indice_por_data_e_assunto,sim,nao coletado
4-fora-de-escopo,fora_de_escopo_sprint,Camara,legislativo,projetos_leis_votacoes,2020-2026,n/a,sprint_futura_siscam_ou_scraper,nao,Siscam.com.br requer scraper complexo para votacoes individuais; SMARAPD Camara nao expoe votacoes; analogia com CâmaraSemPapel ViewState de Sorocaba — complexidade alta para sprint atual
1-sem-lai,publicado,Camara,orcamento,execucao_orcamentaria_legislativo,2023-2026,sim,manter_atualizacao_anual,nao,4822 empenhos + 4798 pagamentos + 2411 receitas publicados; data/public/paulinia/camara/saida/camara_{empenhos,pagamentos,receita}_paulinia_{ano}.csv; publicado 2026-06-10
1-sem-lai,parcial,SIOPS,saude,receitas_despesas_saude,2020-2026,nao,coletar_siops_federal_direto_para_validacao_cruzada_independente,nao,DEFERIDO por decisao: proxy SICONFI (RREO anexo02 + despesas_executivo) publicado em data/public/paulinia/; SIOPS federal direto pendente para validacao cruzada ASPS; docs/decisao-siops-paulinia-2026-06-11.md
1-sem-lai,publicado,Portal_Transparencia_Federal+FNS,transferencias,transferencias_para_paulinia,2020-2025,sim,manter_atualizacao_anual,nao,113 registros; R$ 135M; convenios Portal_Transparencia + repasses FNS/FAF; data/public/paulinia/transferencias/saida/transferencias_para_paulinia_{ano}.csv; publicado 2026-06-11
3-ausencia-comprovada,fonte_ausente,PNCP,contratos,contratos_atas_compras_2020_2021,2020-2021,n/a,documentado_como_ausencia,nao_aplicavel,PNCP nao tem registros 2020-2021 de Paulinia; Lei 14.133/2021 em ramp; analogia com sorocaba confirmada
1-sem-lai,publicado_parcial,SIOPE,educacao,receitas_despesas_educacao,2020-2026,sim,manter_atualizacao_anual,nao,SIOPE é portal federal público — sem LAI; pipeline: baixar_fnde_siope.py; arquivos em data/public/paulinia/educacao/saida/siope_paulinia_{ano}.csv
1-sem-lai,publicado_parcial,FNDE,educacao,repasses_programas,2020-2026,sim,manter_atualizacao_anual,nao,FNDE repasses via Portal Transparência Federal API — sem LAI; pipeline: baixar_fnde_siope.py; arquivos em data/public/paulinia/educacao/saida/fnde_repasses_paulinia_{ano}.csv
